id,g1q00001,g1q00001_other,g1q00002,g1q00003,g1q00004,g1q00004_other,g1q00005,g1q00006_sq002,g1q00006_sq003,g1q00006_sq004,g1q00006_sq005,g2q00001_sq001,g2q00001_sq002,g2q00002,g2q00003_sq001,g2q00003_sq002,g2q00004_sq002,g2q00004_sq003,g2q00004_sq004,g2q00004_sq005,g2q00004_sq006,g2q00004_sq007,g2q00004_sq008,g2q00004_sq009,g2q00004_sq010,g2q00004_sq011,g2q00004_sq012,g2q00004_sq013,g2q00004_sq014,g2q00004_other,g2q00005,g2q00007,g2q00006,g2q00008,g3q00001,g3q00002_sq001,g3q00002_sq002,g3q00002_sq003,g3q00002_sq004,g3q00002_other,g3q00003,g3q00004,g3q00005_sq001,g3q00005_sq002,g3q00005_sq003,g3q00005_sq004,g3q00005_other,g3q00006,g3q00007,g3q00007_other,g3q00008_sq001,g3q00008_sq002,g3q00008_sq003,g3q00009_sq001,g3q00009_sq002,g3q00009_sq003,g3q00009_sq004,g3q00009_sq005,g3q00009_sq006,g3q00009_sq007,g4q00001_sq001,g4q00001_sq002,g4q00001_sq003,g4q00001_sq004,g4q00002,g4q00003_sq001,g4q00003_sq002,g4q00004_sq001,g4q00004_sq002,g4q00004_sq003,g4q00005_sq001,g4q00005_sq002,g4q00005_sq003,g4q00006_sq001,g4q00006_sq002,g4q00006_sq003,g4q00008_sq001,g4q00008_sq002,g4q00008_sq003,g4q00007_sq001,g4q00007_sq002,g4q00007_sq003,g4q00009,age_group,ati_group,user_group
133,Female,"",17,Deutschland,Abitur / Matura,"",Schülerin,3,3,2,3,Rather agree,Neutral,Sometimes,Neutral,Rather agree,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",I am not aware of the option,Von Spielen,Soziale Medien,Wenigere Benachrichtigungen ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Rather agree,Rather agree,Neutral,Unimportant,Important,Important,Important,Neutral,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Strongly agree,Neutral,Strongly agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Rather agree,Nicjts,< 25,low,non-user
135,Male,"",72,Deutschland,Abitur / Matura,"",Rentner,3,3,3,2,Neutral,Neutral,Sometimes,Rather agree,Rather agree,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,"wenn sie zu laut sind, wenn zu grelle Farben und Unübersichtlichkeit und mit werbung verbunden sind","wenn sie kurz und bündig sind, inhalt haben und möglichst kurz gehalten werden","Lautstärke herabmindern, nicht zu grelle Bilder, und inhalt kurz gefasst wird",Ja,Nein,Ja,Ja,Nein,"",Ja,Ja,Nein,Nein,Ja,Nein,,"",One per week,"",Rather agree,Neutral,Rather agree,Unimportant,Very unimportant,Neutral,Neutral,Important,Unimportant,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Rather disagree,Rather agree,Rather disagree,Strongly disagree,Rather disagree,Rather disagree,Strongly disagree,Strongly agree,Strongly disagree,Rather disagree,Rather agree,Rather agree,Strongly disagree,Strongly agree,Strongly disagree,mir fällt keine ein,> 60,low,user
136,Male,"",72,Deutschland,Abitur / Matura,"",Rentner,5,5,6,3,Strongly disagree,Strongly agree,Never,Neutral,Rather disagree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,keine,No,Werbung und alle weitere,keine,einfach nicht pushen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,niemals,Strongly agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Strongly agree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Qurde in Prinzip so eine App gar nicht installieren,> 60,high,non-user
137,Female,"",22,Deutschland,Abitur / Matura,"",student,3,2,2,2,Strongly disagree,Strongly agree,Sometimes,Neutral,Neutral,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",More than 5 per day,"",Rather disagree,Neutral,Rather agree,Important,Neutral,Unimportant,Unimportant,Neutral,Important,Neutral,Rather agree,Neutral,Rather disagree,Strongly disagree,,Neutral,Rather agree,Neutral,Rather disagree,Strongly disagree,Neutral,Rather disagree,Neutral,Rather agree,Neutral,Rather agree,Rather disagree,Neutral,Rather agree,Strongly agree,Rather agree,Neutral,nichts,< 25,low,non-user
138,Female,"",23,Deutschland,Abitur / Matura,"",Studium der Humanmedizin,1,2,1,2,Neutral,Neutral,Sometimes,Rather disagree,Rather disagree,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"Anzeige Häufigkeit bei geöffneter App.
Anhaltende Anzeige der """"neuen"""" Benachrichtigung nach Sichten eben jener.","Kurzer Überblick, ohne App öffnen  zu müssen.",Einstellungen ordentlich verwalten und für Nutzer leichter zugänglich machen.,Ja,Ja,Nein,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Neutral,Unimportant,Very unimportant,Neutral,Unimportant,Neutral,Neutral,Unimportant,Strongly agree,Rather disagree,Strongly agree,Rather agree,,Rather agree,Strongly agree,Rather agree,Strongly agree,Rather disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Rather agree,Rather agree,Strongly agree,Neutral,Rather agree,Strongly agree,Rather disagree,Keine.,< 25,low,user
139,Female,"",20,Deutschland,Abitur / Matura,"",Student,2,2,2,3,Rather agree,Neutral,Sometimes,Rather agree,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Man muss auch mal abschalten können ,"Es gibt wichtige Informationen, die man schnellstmöglich erhalten möchte ",Benachrichtigungen optimal einstellen ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Strongly agree,Neutral,Neutral,Important,Very unimportant,Unimportant,Neutral,Important,Neutral,Important,Strongly agree,Strongly agree,Strongly agree,Rather agree,,Neutral,Strongly agree,Neutral,Neutral,Rather agree,Rather agree,Rather disagree,Neutral,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Keine,< 25,low,non-user
140,Male,"",17,Deutschland,Abitur / Matura,"",Student,5,5,5,3,Neutral,Neutral,Often,Rather disagree,Rather agree,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,Das auch bei Unwichtigen Nachrichten eine Push up gesendet wird ,Bei wichtigen Themen wir man immer auf dem laufenden gehalten ,Nicht bei jeder Kleinigkeit eine solche Nachricht zu erhalten ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Strongly agree,Rather agree,Neutral,Neutral,Unimportant,Important,Important,Neutral,Unimportant,Important,Rather agree,Neutral,Rather agree,Strongly agree,,Rather disagree,Rather disagree,Rather agree,Rather disagree,Rather agree,Neutral,Rather disagree,Neutral,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather disagree,Neutral,Rather disagree,Rather disagree,"Ich würde mir wünschen, dass ich entscheiden kann von wem die Nachrichten kommen. ",< 25,high,non-user
141,Male,"",23,Deutschland,Abitur / Matura,"",Fitnesstrainer,4,5,4,4,Rather agree,Rather disagree,Sometimes,Rather agree,Neutral,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Spams,news,Nicht spamen,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Nein,Ja,Nein,Ja,,"",One per week,"",Rather agree,Strongly agree,Rather disagree,Important,Neutral,Important,Neutral,Important,Neutral,Neutral,Neutral,Rather agree,Neutral,Rather disagree,,Rather agree,Neutral,Rather agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Rather disagree,Neutral,Neutral,Rather disagree,Rather agree,Rather agree,Rather disagree,Neutral,Rather agree,Normale,< 25,high,user
142,Female,"",20,Deutschland,Abitur / Matura,"",Student ,5,4,3,4,Neutral,Rather agree,Often,Rather agree,Neutral,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,"",Yes,"","","",Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Nein,Ja,Nein,Nein,,"",One per day,"",Rather disagree,Neutral,Rather disagree,Neutral,Neutral,Important,Neutral,Important,Neutral,Important,Neutral,Neutral,Rather agree,Rather disagree,,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Rather disagree,Rather disagree,Neutral,Rather agree,Rather disagree,Neutral,Rather agree,Strongly agree,Neutral,Rather disagree,Neutral,Neutral,Kleinere nachricht,< 25,middle,user
143,Male,"",53,Deutschland,Abitur / Matura,"",kaufm. Angestellter,3,2,2,3,Neutral,Rather agree,Sometimes,Rather disagree,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Werbung und allgemeine Infos,Hinweise zu erhaltenen Nachrichten,Nur wichtige Nachrichten,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Neutral,Unimportant,Unimportant,Very unimportant,Important,Important,Important,Neutral,Rather agree,Rather agree,Strongly agree,Strongly agree,,Rather disagree,Strongly agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather disagree,Strongly agree,Rather disagree,Strongly agree,Rather disagree,Neutral,Rather disagree,Rather agree,keine Ahnung,25 - 60,low,non-user
145,Female,"",20,Deutschland,Abitur / Matura,"",Ergotherapeutin,4,5,3,3,Strongly agree,Rather disagree,Often,Rather agree,Neutral,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,"",Yes,Wenn Benachrichtigungen doppelt kommen oder sie nicht funktionieren,"Benachrichtigungen, die einen an bestimmte Sachen erinnern, wie Spiele oder Kalender",.,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Rather disagree,Rather disagree,Neutral,Neutral,Important,Important,Important,Important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Rather disagree,Strongly agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Strongly disagree,Rather agree,Strongly agree,Rather disagree,Neutral,"Sichtbarkeit, also ob zum Beispiel der Bildschirm angeht oder nicht",< 25,middle,non-user
147,Female,"",65,Deutschland,Master,"",Rentner,4,4,1,4,Strongly disagree,Strongly agree,Sometimes,Strongly agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Warnapps,Yes,Werbung,"","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly disagree,Strongly agree,Neutral,Very unimportant,Very unimportant,Unimportant,Very unimportant,Neutral,Very unimportant,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Mik,> 60,middle,non-user
148,Male,"",52,Deutschland,Lehre / Fachschule,"",Metallbauschlosser,6,6,6,5,Neutral,Neutral,Sometimes,Rather agree,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,"",Yes,Werbung und Gewinnspiele,Angebote,In dem ich es einstellen kann,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Important,Very important,Neutral,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,F,25 - 60,high,non-user
150,Male,"",20,Deutschland,Abitur / Matura,"",Fachkundiger Techniker,6,6,1,1,Strongly agree,Strongly disagree,Often,Strongly agree,Strongly agree,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,"",I am not aware of the option,Dringend,Warnungen,Benachrichtigungssteuerung,Ja,Ja,Nein,Nein,Nein,"",Ja,Ja,Ja,Ja,Ja,Ja,,"",2-5 per day,"",Strongly disagree,Strongly disagree,Strongly disagree,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Nichts,< 25,middle,user
152,Male,"",23,Deutschland,Abitur / Matura,"",Vkvhhg,4,4,3,3,Strongly agree,Strongly disagree,Often,Rather agree,Rather agree,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,"",Yes,"Chcjvv jbunjl
Hkfh
Gjf",Bgvzhvfv cbcjv jvgvh,Hhfjgr gchj,Ja,Nein,Ja,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",2-5 per day,"",Strongly agree,Neutral,Neutral,Neutral,Important,Important,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather disagree,Rather disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather disagree,Vvk jb kb hvhkz,< 25,middle,user
153,Female,"",17,Deutschland,Abitur / Matura,"",Schüler,2,2,1,2,Neutral,Neutral,Sometimes,Rather agree,Rather disagree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,von Spielen,wichtige Dinge bekommt man direkt mit,genauer einstellen können welche man bekommen will und welche nicht,Ja,Ja,Nein,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Rather agree,Rather disagree,Unimportant,Neutral,Neutral,Important,Important,Important,Important,Rather agree,Neutral,Rather agree,Rather agree,,Rather disagree,Rather agree,Neutral,Neutral,Neutral,Rather agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Rather agree,Rather disagree,Rather agree,innerhalb der Apps noch Unterteilungen ,< 25,low,user
154,Female,"",23,Deutschland,Abitur / Matura,"",Angestellte ,4,3,4,4,Strongly agree,Strongly disagree,Often,Strongly agree,Strongly agree,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,"",Yes,Zu viele,Sofort neue Informationen erhalten ,Weniger „Werbung“,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Rather disagree,Unimportant,Unimportant,Important,Unimportant,Important,Very unimportant,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Keine,< 25,middle,non-user
155,Female,"",70,Deutschland,Lehre / Fachschule,"",Rentnerin,2,2,3,1,Rather disagree,Rather agree,Sometimes,Rather agree,Neutral,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",I wouldn�t know how to do it,Immer wieder die Gleichen,Wenn  sie interessant sind,Keine Ahnung,Ja,Nein,Ja,Nein,Ja,"",Ja,Ja,Nein,Nein,Ja,Nein,,"",One per week,"",Neutral,Rather disagree,Rather disagree,Neutral,Unimportant,Important,Important,Neutral,Neutral,Important,Rather agree,Neutral,Rather agree,Rather agree,,Rather agree,Rather disagree,Strongly agree,Rather disagree,Rather agree,Rather agree,Neutral,Rather agree,Strongly agree,Rather disagree,Neutral,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Keine,> 60,low,user
156,Male,"",21,Deutschland,Abitur / Matura,"",Student,4,3,5,4,Strongly agree,Neutral,Often,Neutral,Neutral,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,/,/,/,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Nein,Ja,Nein,Nein,,"",One per day,"",Rather agree,Neutral,Rather disagree,Important,Neutral,Important,Important,Neutral,Important,Important,Rather agree,Neutral,Rather agree,Neutral,,Neutral,Rather agree,Rather agree,Rather agree,Neutral,Neutral,Rather agree,Rather agree,Neutral,Strongly agree,Neutral,Neutral,Rather agree,Rather disagree,Neutral,Rather agree,Neutral,/,< 25,middle,user
157,Male,"",73,Deutschland,Lehre / Fachschule,"",Rentner,5,4,4,3,Rather agree,Rather agree,Sometimes,Neutral,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,Wenn Sie penetrant werden und alle 5 Minuten ein wecken,"Finanzgeschäfte, ",Weiß nicht ,Ja,Nein,Nein,Nein,Nein,Erinnerungen für die Einnahme von Medikamenten ,Ja,Ja,Ja,Ja,Ja,Nein,,"",2-5 per day,"",Neutral,Rather agree,Strongly disagree,Very unimportant,Unimportant,Very important,Important,Very important,Unimportant,Important,Strongly agree,Strongly agree,Strongly agree,Rather agree,,Rather disagree,Rather disagree,Strongly agree,Rather agree,Strongly agree,Rather agree,Rather disagree,Neutral,Strongly agree,Rather disagree,Neutral,Strongly agree,Strongly disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Keine,> 60,middle,user
158,Female,"",20,Österreich,Abitur / Matura,"",Studentin,4,5,3,4,Neutral,Rather agree,Sometimes,Rather disagree,Rather disagree,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Wenn Sie zu oft kommen,Erinnerungen an wichtige Termine ,Weniger benachrichtigungen pro app,Ja,Ja,Nein,Nein,Ja,"",Ja,Ja,Nein,Ja,Nein,Nein,,"",One per day,"",Strongly agree,Rather agree,Rather disagree,Neutral,Neutral,Important,Important,Important,Important,Very important,Strongly agree,Rather disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Keine,< 25,middle,user
159,Female,"",22,Deutschland,Abitur / Matura,"",Kommissaranwärter,2,2,1,1,Rather disagree,Rather agree,Never,Rather disagree,Rather disagree,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,"",No,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Rather agree,Important,Neutral,Important,Important,Important,Very unimportant,Very important,Strongly agree,Rather agree,Strongly agree,Strongly agree,,Rather agree,Strongly agree,Rather agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Rather agree,Rather disagree,Strongly agree,Neutral,Rather agree,Rather disagree,Rather agree,Neutral,Rather agree,alle Apps anzeigen und eigene Einstellungen,< 25,low,non-user
160,Male,"",71,Deutschland,Lehre / Fachschule,"",im Ruhestand,4,4,4,4,Rather agree,Neutral,Often,Rather agree,Rather agree,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,"",No,keine,"nachrichten, sport, ",sie stören mich nicht wirklich,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Neutral,Rather disagree,Rather disagree,Neutral,Neutral,Important,Important,Important,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Rather disagree,Rather agree,Rather disagree,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Neutral,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,zusätzliche Optionen wünsche ich mir nicht,> 60,middle,non-user
161,Male,"",56,Deutschland,Lehre / Fachschule,"",Briefzusteller,5,5,3,3,Strongly agree,Strongly agree,Never,Strongly agree,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,aktuelle Nachrichten,No,"Alle finde ich als störend, vor allem die werbung",aktuelle Verkehrslage und wichtige Nachrichten in der Umgebung,nicht zu viele senden,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Neutral,Very important,Neutral,Neutral,Neutral,Important,Neutral,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Rather disagree,Rather disagree,Rather disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,keine. Denn so wenig wie möglich ist für mich das Beste,25 - 60,middle,non-user
162,Female,"",21,Deutschland,Abitur / Matura,"",Lehramtstudium für Ethik und Biologie ,2,3,2,3,Rather disagree,Rather agree,Never,Rather disagree,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,"",Yes,"Nachrichten, die Werbung für die App machen oder mich über Inhalte informieren, die mich gar nicht interessieren.","Wichtige Informationen, wer mir geschrieben hat, was in der Welt vor sich geht und das Wetter.","Man müsste App intern genauer regulieren können, für was man benachrichtigt wird.",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Neutral,Strongly agree,Rather disagree,Unimportant,Very unimportant,Neutral,Very unimportant,Unimportant,Neutral,Important,Strongly agree,Neutral,Strongly agree,Rather agree,,Rather disagree,Strongly agree,Rather agree,Neutral,Neutral,Rather disagree,Strongly agree,Rather disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Rather disagree,Rather disagree,Strongly agree,Strongly disagree,Ich würde Option D und E kombinieren ,< 25,low,non-user
163,Female,"",66,Deutschland,Lehre / Fachschule,"",Erzieherin Heim,3,3,2,3,Neutral,Rather agree,Never,Rather disagree,Rather disagree,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Werbung,Infos,Weniger Benachrichtigungen und werbefrei,Ja,Ja,Nein,Nein,Nein,"",Ja,Ja,Ja,Nein,Ja,Ja,,"",One per day,"",Neutral,Rather agree,Rather disagree,Important,Very unimportant,Important,Unimportant,Unimportant,Unimportant,Important,Rather agree,Rather disagree,Rather agree,Rather agree,,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Rather disagree,Strongly agree,Rather disagree,Rather agree,Rather disagree,Rather agree,Strongly disagree,Rather agree,Rather disagree,Rather agree,Neutral,Rather agree,Werbefrei,> 60,low,user
164,Female,"",22,Deutschland,Pflichtschule,"",Elternzeit ,6,6,4,3,Rather agree,Neutral,Sometimes,Strongly agree,Rather agree,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Unwichtige Inhalte ,Informative Inhalte wie narichten sale Aktionen usw.,Von Anfang an mehr Einstellungsmöglichkeiten dazu,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Strongly agree,Rather agree,Rather disagree,Very unimportant,Unimportant,Important,Important,Neutral,Neutral,Important,Rather agree,Neutral,Strongly agree,Neutral,,Strongly disagree,Rather agree,Neutral,Neutral,Neutral,Rather agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Keine,< 25,high,non-user
167,Female,"",24,Deutschland,Lehre / Fachschule,"",verwaltung ,5,5,2,2,Strongly agree,Strongly agree,Often,Strongly agree,Strongly agree,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,"",Yes,guck doch nach hause oder was du willst das tt,ja ich hab mich so gefreut dich auch zu hören ich ,ja ich bin so müde du hast du ,Ja,Nein,Nein,Ja,Ja,"",Ja,Ja,Nein,Ja,Ja,Nein,,"",One per day,"",Neutral,Strongly agree,Rather agree,Important,Neutral,Important,Important,Very important,Very important,Important,Strongly agree,Rather agree,Rather agree,Rather agree,,Strongly agree,Rather agree,Neutral,Rather agree,Rather agree,Rather disagree,Strongly agree,Rather agree,Rather agree,Rather disagree,Neutral,Rather disagree,Neutral,Rather agree,Rather agree,Strongly agree,Strongly agree,ja aber das ist so ein ,< 25,middle,user
168,Male,"",29,Deutschland,Master,"",Student,6,5,5,5,Rather agree,Rather disagree,Sometimes,Rather agree,Rather agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Wenn diese zu häufig erscheinen,Ich werde direkt über Meldungen informiert,-,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Neutral,Neutral,Very important,Neutral,Neutral,Unimportant,Important,Unimportant,Very important,Neutral,Rather agree,Neutral,Rather agree,,Neutral,Neutral,Rather agree,Strongly disagree,Rather agree,Neutral,Neutral,Neutral,Rather agree,Rather agree,Strongly agree,Rather agree,Strongly agree,Rather agree,Rather agree,Rather agree,Rather agree,-,25 - 60,high,non-user
170,Female,"",63,Deutschland,Lehre / Fachschule,"",Beamtin,5,5,3,4,Rather agree,Rather disagree,Sometimes,Strongly agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather agree,Rather agree,Neutral,Very unimportant,Very unimportant,Important,Important,Very important,Unimportant,Very important,Strongly agree,Neutral,Rather agree,Strongly agree,,Strongly agree,Strongly agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Strongly agree,Rather disagree,Strongly agree,Neutral,Neutral,Neutral,Rather agree,Neutral,Rather agree,keine anderen,> 60,high,non-user
